id,target
807,0.02520
808,0.02185
811,0.02906
813,0.02377
814,0.03034
815,0.06530
816,0.05910
817,0.02027
819,0.01505
821,0.02363
823,0.03929
825,0.04996
826,0.02130
827,0.03060
828,0.01873
830,0.04499
831,0.04601
833,0.02771
834,0.05276
835,0.03838
836,0.02413
837,0.05622
838,0.05306
840,0.02580
842,0.02234
844,0.03535
845,0.05766
847,0.05454
848,0.05007
850,0.02357
851,0.02661
852,0.03599
853,0.08076
855,0.02728
856,0.07725
857,0.03803
859,0.03308
860,0.04739
862,0.05152
863,0.04121
864,0.02234
867,0.03019
868,0.02675
869,0.01977
871,0.02296
873,0.04069
875,0.02586
876,0.03900
877,0.03695
879,0.06348
880,0.05582
883,0.02282
884,0.02189
885,0.03002
886,0.02230
887,0.01877
888,0.01821
891,0.04484
893,0.02270
895,0.07090
897,0.02803
898,0.08415
901,0.03060
902,0.02967
904,0.05876
905,0.02707
907,0.05089
908,0.04415
909,0.04005
910,0.02380
911,0.01924
913,0.03499
914,0.02288
915,0.08798
916,0.02981
917,0.02914
919,0.02783
920,0.01953
923,0.02367
924,0.03133
925,0.04284
926,0.03426
928,0.03508
929,0.01905
932,0.04232
935,0.04185
936,0.06863
937,0.03356
938,0.03845
939,0.02723
940,0.04559
941,0.02375
944,0.03579
945,0.02097
946,0.05221
947,0.02900
949,0.03204
950,0.03931
952,0.02717
953,0.05649
955,0.02806
956,0.02766
957,0.02064
960,0.03741
961,0.02634
962,0.02495
963,0.03439
964,0.03036
967,0.03442
975,0.03335
976,0.02738
977,0.02034
978,0.03156
980,0.02793
985,0.04904
986,0.05128
987,0.02219
989,0.02827
992,0.02932
994,0.04034
995,0.02154
996,0.01376
997,0.05825
998,0.02786
999,0.07878
1000,0.04181
1004,0.02399
1005,0.08736
1006,0.03600
1007,0.06513
1010,0.02701
1011,0.05276
1012,0.01582
1013,0.02866
1014,0.02741
1016,0.06224
1018,0.03541
1019,0.02192
1020,0.03379
1022,0.03030
1023,0.03393
1024,0.03593
1025,0.03339
1029,0.03678
1031,0.03888
1032,0.01805
1033,0.01916
1034,0.04837
1035,0.06322
1036,0.02439
1037,0.02938
1038,0.04704
1039,0.02827
1041,0.02646
1043,0.02537
1049,0.05532
1050,0.07555
1051,0.04225
1052,0.03233
1053,0.03762
1054,0.04035
1056,0.04714
1057,0.05888
1060,0.07213
1061,0.02614
1062,0.02550
1063,0.04102
1064,0.04431
1065,0.01699
1066,0.03661
1068,0.04554
1073,0.04845
1075,0.02378
1079,0.02244
1081,0.04155
1083,0.04908
1085,0.02439
1086,0.02538
1087,0.02690
1088,0.03596
1089,0.02717
1090,0.05190
1091,0.03465
1092,0.02711
1095,0.02408
1098,0.04033
1099,0.03344
1100,0.04937
1101,0.05665
1103,0.05655
1104,0.04764
1106,0.02111
1107,0.03552
1108,0.05991
1109,0.02538
1113,0.04039
1114,0.05509
1116,0.04022
1117,0.03304
1118,0.02477
1119,0.02894
1120,0.03129
1121,0.03855
1122,0.02079
1123,0.03873
1125,0.02709
1126,0.02956
1127,0.02010
1128,0.04216
1129,0.03283
1130,0.04049
1132,0.02473
1133,0.05561
1136,0.01679
1137,0.03485
1140,0.03862
1142,0.04338
1144,0.03955
1145,0.03885
1146,0.03336
1148,0.05298
1150,0.02730
1151,0.02120
1153,0.04761
1154,0.06078
1155,0.04286
1156,0.05125
1157,0.02617
1158,0.03399
1160,0.01841
1161,0.04485
1167,0.03504
1168,0.02869
1170,0.03089
1171,0.03502
1173,0.04075
1174,0.06366
1175,0.03561
1176,0.03641
1177,0.01630
1178,0.06785
1179,0.02067
1180,0.02601
1181,0.02941
1182,0.03624
1183,0.02890
1185,0.05115
1188,0.03366
1189,0.02059
1190,0.03667
1191,0.04747
1192,0.05097
1194,0.02300
1197,0.02459
1198,0.03930
1199,0.06039
1200,0.02909
1203,0.06319
1204,0.06507
1207,0.02100
1208,0.02986
1209,0.02911
1210,0.04765
1211,0.04083
1213,0.02923
1214,0.02842
1215,0.02428
1216,0.07342
1217,0.03481
1218,0.02910
1219,0.02181
1223,0.03512
1225,0.03499
1226,0.02306
1228,0.05771
1229,0.03387
1231,0.05979
1232,0.05626
1233,0.04372
1235,0.02646
1238,0.01812
1239,0.03002
1240,0.04464
1241,0.02179
1242,0.02990
1243,0.03179
1244,0.03152
1246,0.06613
1249,0.05456
1250,0.01491
1252,0.02792
1254,0.02750
1255,0.02070
1256,0.03006
1257,0.02123
1258,0.03941
1259,0.06446
1260,0.03333
1262,0.01805
1263,0.01670
1264,0.03071
1265,0.05985
1266,0.01692
1269,0.04148
1270,0.03213
1271,0.01547
1272,0.05051
1273,0.02652
1274,0.03664
1277,0.02404
1278,0.02646
1281,0.02753
1282,0.05595
1283,0.03427
1284,0.02473
1285,0.03596
1286,0.05919
1289,0.02739
1291,0.01793
1292,0.03783
1293,0.06006
1294,0.04996
1295,0.03801
1297,0.02146
1298,0.05328
1301,0.03360
1304,0.05422
1305,0.02895
1307,0.04699
1308,0.03121
1309,0.06596
1313,0.06601
1314,0.04892
1316,0.02942
1317,0.03339
1318,0.04609
1320,0.02624
1321,0.01640
1322,0.03284
1323,0.02385
1325,0.02942
1330,0.03219
1331,0.02494
1334,0.03513
1337,0.03169
1339,0.03479
1340,0.03868
1341,0.02875
1343,0.02525
1344,0.01261
1347,0.04534
1348,0.03888
1350,0.01824
1351,0.02332
1355,0.03279
1356,0.07888
1357,0.05189
1358,0.02337
1360,0.02041
1363,0.04137
1364,0.01698
1366,0.02587
1367,0.05212
1368,0.05433
1369,0.03228
1370,0.04238
1375,0.02019
1376,0.01909
1378,0.07497
1379,0.02524
1380,0.03620
1384,0.01507
1385,0.03470
1386,0.04001
1388,0.03708
1389,0.01316
1391,0.04592
1392,0.02489
1393,0.04735
1395,0.02379
1396,0.03886
1399,0.04566
1400,0.04437
1401,0.03267
1404,0.02282
1405,0.02662
1406,0.06120
1407,0.02053
1409,0.02747
1411,0.03679
1414,0.05539
1415,0.04726
1416,0.03034
1418,0.07050
1419,0.02595
1420,0.01804
1422,0.06141
1424,0.02626
1426,0.02959
1427,0.03436
1428,0.05149
1429,0.05720
1431,0.01916
1432,0.05604
1434,0.03957
1435,0.02042
1439,0.03496
1440,0.03884
1441,0.05760
1442,0.03972
1446,0.04383
1447,0.05081
1451,0.02960
1452,0.01559
1454,0.03902
1457,0.02097
1458,0.02584
1459,0.03228
1461,0.02795
1462,0.02843
1465,0.04209
1468,0.04340
1470,0.02478
1471,0.03065
1472,0.02333
1476,0.04499
1482,0.01631
1485,0.02835
1486,0.04238
1487,0.03775
1489,0.03492
1492,0.02993
1494,0.06413
1495,0.02946
1497,0.03062
1499,0.03471
1500,0.02399
1501,0.03422
1505,0.06467
1507,0.03424
1509,0.05176
1511,0.02031
1513,0.02523
1514,0.03107
1515,0.04009
1517,0.09187
1520,0.06340
1522,0.02153
1523,0.01814
1524,0.05368
1526,0.03378
1527,0.02631
1528,0.03541
1531,0.02095
1533,0.04608
1534,0.04561
1535,0.05731
1538,0.03675
1541,0.04622
1542,0.05092
1543,0.02922
1546,0.02919
1548,0.03817
1549,0.04952
1550,0.02223
1551,0.03165
1553,0.05522
1558,0.02947
1560,0.02376
1561,0.02289
1562,0.03247
1565,0.03754
1566,0.02736
1567,0.01862
1568,0.02929
1569,0.03053
1570,0.02906
1573,0.02508
1576,0.02399
1577,0.02170
1579,0.05781
1580,0.07858
1581,0.03341
1584,0.03479
1586,0.02876
1587,0.05105
1590,0.02367
1591,0.03275
1594,0.04600
1595,0.01624
1596,0.02443
1601,0.02806
1605,0.04053
1607,0.05498
1608,0.02064
1610,0.02666
1611,0.04371
1612,0.03737
1616,0.04688
1617,0.03896
1618,0.02787
1620,0.03718
1621,0.02329
1623,0.03266
1624,0.02432
1625,0.03131
1626,0.03308
1628,0.04530
1630,0.04532
1632,0.02734
1633,0.03899
1635,0.03524
1637,0.03117
1638,0.05225
1639,0.02957
1640,0.03605
1643,0.07489
1644,0.03840
1645,0.03681
1647,0.02404
1649,0.01923
1651,0.02691
1652,0.02774
1654,0.02852
1655,0.03719
1656,0.04520
1658,0.04266
1660,0.02456
1661,0.03060
1662,0.04031
1663,0.03115
1664,0.03013
1665,0.07973
1668,0.07326
1669,0.02150
1673,0.04710
1674,0.04059
1675,0.01649
1676,0.03263
1677,0.03145
1679,0.03122
1682,0.04873
1683,0.05082
1685,0.05555
1687,0.02270
1689,0.02899
1690,0.03179
1694,0.02418
1696,0.02552
1697,0.02368
1699,0.05380
1700,0.06059
1701,0.02267
1702,0.03562
1704,0.04007
1705,0.03528
1708,0.03514
1710,0.02199
1712,0.03300
1719,0.04805
1720,0.02280
1722,0.03591
1723,0.03515
1724,0.08382
1725,0.06069
1726,0.03720
1727,0.03588
1728,0.03436
1732,0.04195
1733,0.03896
1734,0.03665
1735,0.04396
1739,0.04652
1740,0.02042
1741,0.05168
1742,0.03275
1743,0.03484
1744,0.04414
1746,0.03738
1750,0.05856
1753,0.02300
1755,0.03390
1758,0.03897
1760,0.01827
1763,0.03003
1765,0.02577
1766,0.04122
1769,0.02475
1771,0.02283
1772,0.02142
1775,0.02922
1776,0.02410
1778,0.03864
1780,0.03316
1781,0.01995
1783,0.02008
1785,0.02761
1788,0.03408
1791,0.04493
1793,0.04167
1794,0.03234
1796,0.02097
1797,0.02697
1798,0.06016
1800,0.05361
1803,0.05578
1804,0.02398
1810,0.03045
1812,0.02578
1813,0.03948
1816,0.02280
1817,0.04723
1818,0.02263
1819,0.03392
1820,0.03167
1821,0.03120
1822,0.02009
1823,0.02366
1826,0.01785
1827,0.03771
1828,0.03241
1829,0.02180
1830,0.02607
1831,0.03479
1834,0.02019
1836,0.02708
1839,0.03998
1841,0.02622
1846,0.04104
1847,0.02171
1850,0.07030
1852,0.04961
1853,0.02978
1854,0.07385
1855,0.02329
1857,0.04820
1858,0.03954
1860,0.04151
1863,0.02933
1866,0.04376
1868,0.03444
1869,0.03684
1870,0.02125
1874,0.01881
1875,0.02388
1877,0.04690
1878,0.02861
1879,0.03427
1881,0.02860
1882,0.04281
1885,0.02423
1886,0.03515
1887,0.04705
1888,0.01875
1889,0.03293
1890,0.03905
1891,0.03532
1892,0.02273
1894,0.04077
1895,0.06345
1896,0.05766
1897,0.02077
1898,0.05696
1901,0.02250
1904,0.01715
1905,0.03386
1906,0.01860
1907,0.03823
1908,0.05148
1910,0.03709
1911,0.02939
1914,0.03672
1916,0.01829
1919,0.04113
1920,0.08553
1921,0.02653
1922,0.03028
1923,0.03468
1924,0.03508
1926,0.02789
1928,0.03108
1929,0.03541
1931,0.02680
1932,0.03251
1933,0.01592
1934,0.02962
1935,0.03223
1936,0.05653
1937,0.04240
1939,0.02944
1940,0.07641
1942,0.03925
1944,0.02941
1945,0.03201
1946,0.04668
1947,0.02537
1948,0.04969
1954,0.04057
1955,0.09711
1956,0.02812
1958,0.01864
1961,0.02730
1963,0.01679
1967,0.03176
1968,0.02266
1970,0.02051
1971,0.01856
1973,0.05537
1979,0.02877
1980,0.03672
1982,0.01880
1984,0.03534
1986,0.02779
1987,0.06797
1989,0.06247
1990,0.03663
1991,0.04046
1993,0.02468
1994,0.02625
1995,0.03082
1996,0.03802
1999,0.04333
2001,0.03845
2002,0.02672
2005,0.02163
2006,0.02601
2008,0.02885
2009,0.03006
2011,0.02308
2012,0.04700
2013,0.02944
2015,0.04543
2017,0.02607
2019,0.01623
2020,0.02668
2022,0.02806
2023,0.03762
2024,0.02437
2026,0.02182
2027,0.04184
2028,0.03593
2029,0.03485
2030,0.04058
2032,0.03920
2033,0.05894
2035,0.03475
2036,0.01659
2037,0.04249
2038,0.04905
2039,0.02060
2040,0.05483
2041,0.03304
2042,0.05598
2043,0.03901
2044,0.03379
2046,0.04703
2047,0.02592
2048,0.05180
2049,0.03443
2050,0.03913
2054,0.03452
2061,0.03884
2063,0.04028
2064,0.04754
2065,0.04077
2067,0.03962
2068,0.02356
2069,0.03646
2070,0.03062
2072,0.02527
2073,0.03613
2075,0.03051
2076,0.02601
2077,0.02544
2078,0.03900
2079,0.01423
2081,0.03005
2082,0.10387
2085,0.01735
2086,0.06401
2087,0.04389
2088,0.08676
2089,0.02818
2091,0.03422
2092,0.04410
2093,0.04221
2094,0.02930
2095,0.02732
2096,0.05764
2097,0.02658
2099,0.02237
2100,0.06149
2103,0.02858
2104,0.01912
2105,0.02489
2106,0.05284
2107,0.02311
2110,0.03804
2113,0.01767
2114,0.10137
2115,0.04389
2118,0.02700
2119,0.05040
2120,0.03303
2121,0.02112
2123,0.01659
2124,0.06858
2128,0.08362
2129,0.07131
2131,0.05356
2132,0.04163
2133,0.03113
2134,0.03606
2137,0.04781
2140,0.04186
2141,0.02223
2142,0.03667
2146,0.01890
2148,0.05088
2149,0.07047
2151,0.05180
2152,0.03333
2153,0.05480
2154,0.04813
2155,0.04390
2158,0.02660
2159,0.09261
2160,0.02586
2161,0.01822
2164,0.02571
2166,0.03155
2167,0.02915
2170,0.03658
2171,0.06137
2172,0.03291
2173,0.02978
2175,0.04210
2177,0.03671
2178,0.04642
2179,0.04354
2180,0.03283
2182,0.04346
2183,0.02674
2184,0.03373
2186,0.02179
2187,0.03971
2188,0.02994
2189,0.02420
2191,0.04072
2192,0.05670
2194,0.04549
2196,0.06007
2197,0.03259
2198,0.02863
2199,0.02536
2200,0.02892
2201,0.02047
2202,0.02026
2205,0.01850
2206,0.03097
2207,0.05538
2208,0.02682
2212,0.03160
2215,0.02695
2216,0.03305
2217,0.02292
2218,0.02256
2220,0.05066
2221,0.08723
2223,0.04913
2225,0.02245
2226,0.05861
2231,0.02508
2232,0.03144
2233,0.03190
2234,0.05623
2235,0.02648
2236,0.02791
2237,0.03856
2239,0.03886
2240,0.02150
2242,0.02628
2247,0.02050
2248,0.03084
2250,0.03272
2251,0.03090
2255,0.04127
2257,0.02032
2258,0.04847
2259,0.04309
2260,0.02785
2261,0.04205
2263,0.03812
2265,0.02863
2266,0.02968
2267,0.05589
2268,0.02873
2269,0.02729
2270,0.03998
2271,0.03556
2272,0.02238
2273,0.03745
2275,0.02991
2276,0.03245
2277,0.02563
2278,0.03964
2279,0.06042
2282,0.04354
2285,0.03011
2286,0.03324
2289,0.02449
2294,0.05344
2296,0.02022
2297,0.04197
2299,0.04646
2300,0.07199
2301,0.05175
2302,0.02718
2305,0.03408
2306,0.06722
2307,0.02549
2308,0.04706
2310,0.05781
2312,0.03641
2316,0.08204
2317,0.02971
2319,0.04138
2320,0.02590
2322,0.04386
2323,0.02993
2324,0.01976
2326,0.02816
2327,0.01780
2328,0.07915
2329,0.04457
2331,0.02658
2335,0.02911
2338,0.02318
2339,0.06786
2340,0.02772
2341,0.02375
2342,0.03957
2345,0.05607
2349,0.02094
2350,0.03532
2351,0.03444
2353,0.03899
2354,0.05252
2355,0.03542
2356,0.04120
2357,0.07913
2359,0.02026
2360,0.06226
2361,0.03585
2362,0.03647
2364,0.04961
2366,0.03566
2368,0.04011
2369,0.04775
2370,0.04504
2372,0.02984
2376,0.01906
2381,0.03182
2383,0.02382
2384,0.03545
2385,0.03865
2386,0.03285
2388,0.03270
2390,0.03557
2392,0.03734
2394,0.06226
2395,0.03028
2396,0.01962
2397,0.02274
2399,0.05655
2401,0.03306
2402,0.02278
2403,0.04661
2405,0.05171
2406,0.05473
2407,0.04842
2408,0.02498
2410,0.02014
2412,0.04663
2415,0.03364
2417,0.02821
2418,0.04219
2420,0.05851
2421,0.06513
2425,0.05888
2426,0.02720
2427,0.02284
2428,0.02006
2429,0.05366
2434,0.05099
2435,0.02165
2436,0.03137
2437,0.03047
2438,0.04158
2439,0.03838
2441,0.03868
2443,0.04323
2444,0.02823
2445,0.04697
2446,0.04213
2449,0.03180
2452,0.04446
2453,0.06078
2454,0.03455
2455,0.02867
2456,0.03799
2457,0.02597
2460,0.06314
2461,0.02567
2463,0.02473
2465,0.03344
2466,0.02902
2468,0.03623
2469,0.08077
2471,0.02599
2472,0.04343
2473,0.02866
2474,0.03631
2475,0.03925
2476,0.02961
2477,0.03175
2478,0.03541
2480,0.04018
2483,0.02473
2484,0.02114
2486,0.10366
2488,0.03149
2489,0.03103
2490,0.02324
2495,0.03877
2496,0.02195
2497,0.04882
2498,0.03153
2503,0.02325
2505,0.03170
2506,0.02908
2507,0.04215
2508,0.05019
2509,0.02296
2514,0.05388
2515,0.03377
2521,0.07010
2522,0.02015
2523,0.02944
2524,0.03584
2526,0.03242
2527,0.03611
2529,0.05916
2530,0.02209
2531,0.03700
2532,0.02646
2534,0.05582
2535,0.03141
2536,0.02461
2537,0.04880
2539,0.01928
2542,0.02005
2545,0.04723
2546,0.02667
2548,0.04247
2549,0.02458
2550,0.02589
2552,0.03731
2554,0.04580
2555,0.04381
2558,0.02558
2560,0.05197
2563,0.03075
2564,0.06022
2565,0.01907
2571,0.05693
2574,0.05108
2575,0.03038
2576,0.01861
2577,0.08689
2578,0.03761
2579,0.04963
2581,0.04290
2582,0.03146
2583,0.03328
2585,0.03300
2586,0.03445
2587,0.04008
2591,0.03374
2592,0.02530
2594,0.02301
2595,0.04494
2597,0.04421
2598,0.04017
2599,0.07419
2600,0.06688
2602,0.04593
2603,0.02594
2605,0.02421
2606,0.01659
2607,0.03695
2608,0.02948
2609,0.02961
2610,0.05954
2611,0.01985
2613,0.02616
2615,0.01966
2616,0.03957
2621,0.02658
2623,0.02904
2624,0.03075
2625,0.03412
2626,0.02445
2627,0.03818
2628,0.03054
2629,0.02061
2630,0.01582
2631,0.05096
2633,0.04850
2634,0.05627
2635,0.03448
2636,0.05220
2638,0.05255
2639,0.03278
2640,0.02496
2642,0.03990
2643,0.03477
2646,0.02464
2647,0.05413
2648,0.03944
2649,0.03267
2650,0.03047
2652,0.01946
2654,0.02763
2658,0.03152
2659,0.02607
2660,0.04525
2661,0.05034
2662,0.01927
2663,0.04518
2665,0.04197
2666,0.02655
2667,0.03718
2668,0.02200
2671,0.02181
2673,0.02797
2674,0.03405
2675,0.04882
2676,0.04656
2677,0.03192
2678,0.02246
2681,0.02574
2683,0.02434
2685,0.07512
2687,0.02351
2690,0.06036
2692,0.03176
2693,0.02448
2694,0.03019
2695,0.02360
2696,0.05902
2697,0.03741
2698,0.07881
2699,0.03258
2701,0.02788
2702,0.04069
2703,0.07116
2705,0.04598
2711,0.02724
2715,0.04107
2720,0.05423
2721,0.05021
2722,0.02239
2724,0.03697
2726,0.03138
2729,0.01446
2730,0.01730
2731,0.03002
2732,0.02360
2733,0.02879
2734,0.04122
2736,0.02574
2738,0.02453
2739,0.03844
2740,0.02103
2741,0.04526
2743,0.02347
2746,0.04096
2747,0.04145
2750,0.04579
2751,0.03880
2752,0.03681
2753,0.02981
2755,0.03493
2756,0.02762
2757,0.02144
2761,0.03956
2763,0.03508
2764,0.04998
2765,0.03097
2767,0.05592
2769,0.05084
2772,0.03931
2774,0.03435
2776,0.02917
2777,0.01695
2778,0.02649
2782,0.03885
2783,0.02438
2786,0.02418
2790,0.02810
2791,0.02173
2792,0.03245
2793,0.02908
2794,0.03052
2795,0.03418
2796,0.04494
2797,0.03155
2800,0.04281
2801,0.02807
2802,0.02270
2804,0.02244
2805,0.02907
2807,0.02385
2808,0.03637
2811,0.04149
2812,0.03957
2813,0.02725
2814,0.07494
2815,0.03606
2817,0.04056
2819,0.02965
2821,0.02857
2825,0.07053
2828,0.03541
2829,0.02397
2831,0.02836
2832,0.02413
2834,0.03381
2835,0.03361
2836,0.05970
2837,0.04645
2838,0.03735
2840,0.02804
2841,0.03110
2842,0.03811
2843,0.02235
2845,0.01683
2847,0.03604
2848,0.02499
2850,0.03706
2851,0.03917
2854,0.02550
2856,0.04571
2857,0.02427
2858,0.03078
2859,0.02339
2862,0.03119
2864,0.02088
2865,0.07276
2866,0.01880
2867,0.02322
2868,0.03729
2869,0.05105
2871,0.03290
2872,0.02827
2873,0.02476
2874,0.02584
2875,0.03318
2878,0.04912
2882,0.03135
2883,0.03461
2886,0.02459
2887,0.02730
2888,0.02865
2889,0.03226
2892,0.02631
2893,0.03359
2895,0.03461
2897,0.02475
2898,0.04074
2899,0.05312
2903,0.02171
2906,0.02777
2907,0.03618
2909,0.02041
2913,0.02206
2915,0.04652
2916,0.02977
2917,0.03370
2918,0.05311
2921,0.04339
2924,0.04026
2925,0.04064
2928,0.08395
2929,0.03762
2931,0.06170
2932,0.04834
2934,0.03564
2936,0.07980
2937,0.06575
2939,0.02562
2940,0.05568
2941,0.02246
2942,0.03263
2943,0.03648
2946,0.02511
2947,0.03237
2949,0.04452
2952,0.03745
2953,0.04706
2954,0.02854
2956,0.01557
2960,0.02337
2962,0.04905
2964,0.03507
2965,0.02251
2966,0.06764
2967,0.02302
2968,0.06152
2971,0.03150
2972,0.04786
2973,0.04219
2975,0.06808
2976,0.02578
2977,0.03747
